OBJECTID,COMPKEY,COMPTYPE,UNITID,DESCRIPTION,UNITDESC,SEGKEY,INTKEY,INT_UNITID,SIGNAL_TYPE,SIGNAL_MAINT_DIST,INSTALL_DATE,ADDDTTM,MODDTTM,OWNERSHIP,CONDITION,CONDITION_ASSESSMENT_DATE,CURRENT_STATUS,CURRENT_STATUS_DATE,ARTERIAL_CLASS,MAINT_AGREE,MAINT_BY,INT_SIGNAL_TYPE_CD,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,PEDAUDIODEVICEYN,PEDSIGNALYN,PH_MODELTYPE,PP_MODELTYPE,PP_QUANTITY,PEDHDFIRSTINSTALLDT,PH_QUANTITY,PEDAUDIOINSTALLDT,BIKESIGNALHDYN,ASBLT,HALFSIGNALYN,METEREDYN,LTTURNSIGNALYN,LTPROTECTEDPERMYN,LTPROTECTEDYN,RTTURNSIGNALYN,RTPROTECTEDPERMYN,RTPROTECTEDYN,LTFIRSTINSTALLDT,LTREMOVEDT,RTFIRSTINSTALLDT,RTREMOVEDT,DETDEVSTOPBARYN,DETDEVADVANCEDYN,DETDEVSYSTEMYN,CABMODELTYPECD,COMCONNTYPECD,MMUMODELTYPECD,PE_MODELTYPE,PI_MODELTYPE,INSTALLERCD,JOINTOWNERSHIPYN,CO_MODELTYPE,MMUMANCD,MMUINSTALLDT,LASTSIGNALOPTDT,PEDPSHINSTALLDT,NUM_ATTACHMENTS
174,272938,74,SGL-691,0,8TH AVE NW AND NW 58TH ST                                                                                                                                                                                                                                      ,1,25408,12531,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:11:59+00,2019/08/01 00:00:00+00,SDOT,POOR,2008/07/08 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,HALFPED,DISTRICT6, ,N,Y,LEDCD,NONSTD,2,2015/02/11 00:00:00+00,2,1970/01/01 00:00:00+00,N,,Y,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,LT216E,,, ,Y,"LC40, LMD8000, M60",TCT,2017/02/22 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
175,272939,74,SGL-509,0,BROADWAY AND JAMES ST                                                                                                                                                                                                                                          ,1,29801,40328,SEMI,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:11:59+00,2020/01/28 00:00:00+00,SDOT,GOOD,2013/12/07 00:00:00+00,INSVC,2013/12/07 00:00:00+00,1,, ,CITY,DISTRICT3, ,N,N,LEDCD,BULLDOG,8,2013/03/03 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,MMU2-16LEi,EMER,, ,N,M34,EDI,2020/01/28 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,8
176,272941,74,SGL-780,0,BOYLSTON AVE E AND E LYNN ST                                                                                                                                                                                                                                   ,1,28223,30148,SEMI,CENTRAL,1970/01/01 00:00:00+00,2005/03/17 17:12:00+00,2019/09/26 00:00:00+00,SDOT,POOR,2008/08/21 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT4, ,N,N,NEON,NONSTD,4,1970/01/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,NSM-6,,, ,Y,"LMD8000, LMD8000",TCT,2019/08/20 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,3
177,272942,74,SGL-540,0,57TH AVE S AND RAINIER AVE S                                                                                                                                                                                                                                   ,1,35452,81717,SEMI,SOUTH,1970/01/01 00:00:00+00,2005/03/17 17:12:00+00,2020/06/24 00:00:00+00,SDOT,POOR,2008/08/11 00:00:00+00,INSVC,2009/09/03 00:00:00+00,1,, ,CITY,DISTRICT2, ,N,N,"NEON, LED",STD,2,1970/01/01 00:00:00+00,"7, 1",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS2-TYPE2,FIBER,MMU2-16LEi,,, ,N,"M52, LMD8000, M52, M52",EDI,2020/06/23 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
178,272943,74,SGL-31,0,ALASKAN WAY AND YESLER WAY                                                                                                                                                                                                                                     ,1,30360,43120,FULL,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:12:00+00,2019/05/31 00:00:00+00,SDOT,POOR,2008/09/05 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT7, ,N,N,NEON,STD,6,1970/01/01 00:00:00+00,12,1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,Y,N,Y,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS1,FIBER,MMU-16LEip,FERRY,,CONTRACT,N,"M34, M52, M52, M52, M60",EDI,2019/05/25 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,27
179,272944,74,SGL-99,0,6TH AVE AND OLIVE WAY                                                                                                                                                                                                                                          ,1,29554,39151,PRE,DOWNTOWN,1978/02/02 00:00:00+00,2005/03/17 17:12:00+00,2020/04/01 00:00:00+00,SDOT,FAIR,2008/09/17 00:00:00+00,INSVC,2012/10/12 00:00:00+00,1,, ,CITY,DISTRICT7, ,N,N,LEDCD,,,1970/01/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2TS2-T1 16,COPPER,MMU2-16LEi,,, ,N,"M34, M34, M52",EDI,2020/03/05 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
180,272945,74,SGL-741,0,BROADWAY AND XW E OLIVE ST                                                                                                                                                                                                                                     ,1,29731,40106,SEMI,DOWNTOWN,2013/05/06 00:00:00+00,2005/03/17 17:12:00+00,2020/02/03 00:00:00+00,SDOT,GOOD,2013/05/06 00:00:00+00,INSVC,2018/05/25 00:00:00+00,2,, ,MIDXWALK,DISTRICT3, ,N,Y,LEDCD,TACTILE,2,2013/05/06 00:00:00+00,4,1970/01/01 00:00:00+00,Y,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,NSM-6,,, ,Y,"M34, M34, M52",TCT,2020/01/29 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1
181,272946,74,SGL-919,0,NE BOAT ST AND NE PACIFIC ST                                                                                                                                                                                                                                   ,1,27147,23306,SEMI,NORTH,1997/11/19 00:00:00+00,2005/03/17 17:12:00+00,2019/04/01 00:00:00+00,SDOT,POOR,2008/07/21 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT4, ,N,N,NEON,STD,4,1970/01/01 00:00:00+00,12,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,LT216E,,, ,N,LMD9200,EDI,2019/03/29 00:00:00+00,1970/01/01 00:00:00+00,1997/11/19 00:00:00+00,0
182,272947,74,SGL-286,0,8TH AVE NW AND NW 85TH ST                                                                                                                                                                                                                                      ,1,37181,231340,PRE,NORTH,1986/04/03 00:00:00+00,2005/03/17 17:12:00+00,2019/03/15 00:00:00+00,SDOT,POOR,2008/07/08 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT6, ,N,N,"INCAND, NEON, LED",,,1970/01/01 00:00:00+00,"6, 8, 2",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,LT216E,,, ,N,"LC40, LMD8000, LMD8000, LMD9200",TCT,2019/03/08 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
183,272948,74,SGL-904,0,CORWIN PL S AND S DEARBORN ST                                                                                                                                                                                                                                  ,1,30448,44313,SEMI,SOUTH,1970/01/01 00:00:00+00,2005/03/17 17:12:00+00,2017/10/18 00:00:00+00,SDOT,POOR,2008/05/13 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT3, ,N,N,NEON,STD,6,1970/01/01 00:00:00+00,12,1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,NSM-6,,, ,N,"M34,  ",TCT,2017/10/17 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
184,272949,74,SGL-213,0,1ST AVE N AND REPUBLICAN ST                                                                                                                                                                                                                                    ,1,28920,35708,PRE,CENTRAL,1970/01/01 00:00:00+00,2005/03/17 17:12:01+00,2019/02/19 00:00:00+00,SDOT,FAIR,2008/07/21 00:00:00+00,INSVC,2009/01/21 00:00:00+00,1,, ,CITY,DISTRICT7, ,N,N,LEDCD,,,1970/01/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,Y,6TS2,FIBER,MMU-16LEip,,, ,Y,"M34,  , M52, M52, M60",EDI,2019/02/12 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
185,272950,74,SGL-464,0,E MADISON ST AND E PINE ST                                                                                                                                                                                                                                     ,1,30160,41651,SEMI,CENTRAL,1970/01/01 00:00:00+00,2005/03/17 17:12:01+00,2020/01/22 00:00:00+00,SDOT,POOR,2008/04/22 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT3, ,N,N,NEON,STD,2,1970/01/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,NSM-6,,, ,Y,"M34,  ",EAGLE,2020/01/17 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
186,272951,74,SGL-462,0,12TH AVE AND E MADISON ST                                                                                                                                                                                                                                      ,1,29761,40138,PRE,CENTRAL,1970/01/01 00:00:00+00,2005/03/17 17:12:01+00,2020/02/18 00:00:00+00,SDOT,FAIR,2508/03/01 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT3, ,N,N,LEDCD,,,2012/01/24 00:00:00+00,10,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS1,COPPER,NSM-12,,, ,Y,"M34,  ",EDI,2020/02/10 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
187,272952,74,SGL-237,0,15TH AVE NW AND NW 75TH ST                                                                                                                                                                                                                                     ,1,23895,2301,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:12:01+00,2019/05/23 00:00:00+00,SDOT,FAIR,2008/05/20 00:00:00+00,INSVC,2011/03/11 00:00:00+00,1,, ,CITY,DISTRICT6, ,N,N,LEDCD,"STD, NONSTD","3, 1",2011/03/08 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,Y,N,6TS2,FIBER,MMU-16LEip,,, ,N,"M52, LC8000, M52",EDI,2019/05/22 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1
188,272953,74,SGL-280,0,PHINNEY AVE N AND N 65TH ST                                                                                                                                                                                                                                    ,1,24363,4752,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:12:01+00,2019/02/06 00:00:00+00,SDOT,POOR,2008/03/26 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT6, ,N,N,"NEON, LED",STD,4,1970/01/01 00:00:00+00,"15, 1",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS1,FIBER,NSM-12,EMER,, ,N,"M52, LC8000, M52",EDI,2019/01/17 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
189,272954,74,SGL-222,0,ELLIOTT AVE W AND W MERCER ST                                                                                                                                                                                                                                  ,1,28640,34309,SEMI,CENTRAL,1970/01/01 00:00:00+00,2005/03/17 17:12:01+00,2019/12/17 00:00:00+00,SDOT,POOR,2008/07/22 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT7, ,N,N,NEON,"NONSTD, BULLDOG","2, 1",1970/01/01 00:00:00+00,4,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,FIBER,MMU2-16LEi,,, ,Y,"M52, LC8000, LC8000, M34, M60",EDI,2019/05/19 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,3
190,272955,74,SGL-312,0,GREEN LAKE DR N AND N 80TH ST                                                                                                                                                                                                                                  ,1,24229,4115,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:12:01+00,2019/03/26 00:00:00+00,SDOT,POOR,2008/08/12 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT6, ,N,N,"NEON, LED",STD,4,1970/01/01 00:00:00+00,"15, 1",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,LSM6,,, ,Y,M34,EAGLE,2019/03/21 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
191,272956,74,SGL-683,0,2ND AVE AND BELL ST                                                                                                                                                                                                                                            ,1,29702,39557,PRE,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:12:01+00,2020/04/06 00:00:00+00,SDOT,GOOD,2017/12/21 00:00:00+00,INSVC,2017/12/21 00:00:00+00,1,, ,CITY,DISTRICT7, ,N,N,LEDCD,NAV-4W-PPB,2,2017/12/21 00:00:00+00,8,2017/12/21 00:00:00+00,N,,N,Y,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2TS2-Typ1,FIBER,MMU2-16LEi,"721, 764",, ,N,"M34,  , M34, M60",EDI,2020/04/04 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
192,272957,74,SGL-472,0,9TH AVE AND SENECA ST                                                                                                                                                                                                                                          ,1,29917,40714,PRE,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:12:02+00,2020/02/27 00:00:00+00,SDOT,GOOD,2014/02/14 00:00:00+00,INSVC,2014/02/14 00:00:00+00,2,, ,CITY,DISTRICT3,DISTRICT7,N,N,LEDCD,,,2014/02/14 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,LSM6,,, ,Y,"M34,  ",EAGLE,2020/02/20 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
193,272958,74,SGL-896,0,RAINIER AVE S AND S HUDSON ST                                                                                                                                                                                                                                  ,1,33579,66522,SEMI,SOUTH,1996/08/22 00:00:00+00,2005/03/17 17:12:02+00,2020/02/27 00:00:00+00,SDOT,POOR,2008/08/07 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT2, ,N,N,"NEON, NEON",STD,4,1970/01/01 00:00:00+00,"13, 3",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,FIBER,NSM-6,EMER,, ,N,"M52, LMD8000, LMD8000",EAGLE,2020/02/20 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
195,272961,74,SGL-216,0,MERCER ST AND QUEEN ANNE AVE N                                                                                                                                                                                                                                 ,1,28632,34301,PRE,CENTRAL,1970/01/01 00:00:00+00,2005/03/17 17:12:02+00,2019/03/18 00:00:00+00,SDOT,FAIR,2008/05/23 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT7, ,N,N,LEDCD,NAV-4W-PPB,8,1970/01/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,Y,N,Y,6TS2,FIBER,MMU-16LEip,,,SDOT,N,"M34,  , M52, M52, M60",EDI,2019/03/13 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1
196,272962,74,SGL-911,0,18TH AVE AND E YESLER WAY                                                                                                                                                                                                                                      ,1,30728,45512,SEMI,CENTRAL,1997/06/19 00:00:00+00,2005/03/17 17:12:02+00,2020/03/27 00:00:00+00,SDOT,POOR,2008/03/28 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT3, ,N,N,NEON,STD,4,1970/01/01 00:00:00+00,16,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,Y,N,N,2,COPPER,MMU2-16LEi,,, ,Y,"M34, M34, M60",EDI,2020/03/12 00:00:00+00,1970/01/01 00:00:00+00,1999/09/11 00:00:00+00,0
197,272963,74,SGL-932,0,25TH AVE NE AND NE 125TH ST                                                                                                                                                                                                                                    ,1,36606,227108,SEMI,NORTH,1998/08/20 00:00:00+00,2005/03/17 17:12:02+00,2019/03/06 00:00:00+00,SDOT,POOR,2008/07/25 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,HALFPED,DISTRICT5, ,N,Y,NEON,STD,2,1970/01/01 00:00:00+00,4,1970/01/01 00:00:00+00,N,,Y,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,LT216E,,, ,N,"LC8000, LMD8000, LMD8000",TCT,2019/02/21 00:00:00+00,1970/01/01 00:00:00+00,1998/08/20 00:00:00+00,0
198,272964,74,SGL-443,0,SAND POINT WAY NE AND NE 74TH ST                                                                                                                                                                                                                               ,1,24994,8701,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:12:02+00,2019/08/27 00:00:00+00,SDOT,POOR,2008/07/11 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT4, ,N,N,NEON,TACTILE,2,1970/01/01 00:00:00+00,4,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,LSM6,,, ,Y,"M34, M52",EAGLE,2019/05/06 00:00:00+00,1970/01/01 00:00:00+00,2014/05/15 00:00:00+00,0
199,272965,74,SGL-184,0,4TH AVE AND DENNY WAY                                                                                                                                                                                                                                          ,1,29656,39509,PRE,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:12:03+00,2020/04/27 00:00:00+00,SDOT,FAIR,2008/09/08 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT7, ,N,N,LEDCD,,,1970/01/01 00:00:00+00,6,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,LSM6,,, ,N,"M34,  ",TCT,2020/04/23 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
200,272966,74,SGL-16,0,3RD AVE AND YESLER WAY                                                                                                                                                                                                                                         ,1,30487,44516,PRE,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:12:03+00,2019/06/18 00:00:00+00,SDOT,POOR,2008/09/03 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT7, ,N,N,"LED, OPT, NEON",,,1970/01/01 00:00:00+00,"8, 2, 10",1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,NSM-12,EMER,, ,Y,"M34,  ,  ",EDI,2019/06/14 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
201,272967,74,SGL-536,0,BEACON WR AVE S AND S MYRTLE ST                                                                                                                                                                                                                                ,1,34344,72302,PRE,SOUTH,1970/01/01 00:00:00+00,2005/03/17 17:12:03+00,2020/06/02 00:00:00+00,SDOT,POOR,2008/05/12 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT2, ,N,N,"LED, NEON",,,1970/01/01 00:00:00+00,"12, 12",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS2-Type1, ,MMU2-16LEi,,, ,N,"LC8000, LMD9200, M60",EDI,2020/06/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,10
